insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (1, 'bulbasaur', 'grass', 'poison', 87.5, 10, null, null, 45, 49, 49, 65, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (182, 'bellossom', 'grass', null, '50', 10, null, null, 75, 80, 95, 90, 100, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (183, 'marill', 'water', 'fairy', '50', 30, null, null, 70, 20, 50, 20, 50, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (184, 'azumarill', 'water', 'fairy', '50', 30, null, null, 100, 50, 80, 60, 80, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (185, 'sudowoodo', 'rock', null, '50', 20, null, null, 70, 100, 115, 30, 65, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (186, 'politoed', 'water', null, '50', 10, null, null, 90, 75, 75, 90, 100, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (187, 'hoppip', 'grass', 'flying', '50', 10, null, null, 35, 35, 40, 35, 55, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (188, 'skiploom', 'grass', 'flying', '50', 10, null, null, 55, 45, 50, 45, 65, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (189, 'jumpluff', 'grass', 'flying', '50', 10, null, null, 75, 55, 70, 55, 95, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (190, 'aipom', 'normal', null, '50', 30, null, null, 55, 70, 55, 40, 55, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (191, 'sunkern', 'grass', null, '50', 10, null, null, 30, 30, 30, 30, 30, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (192, 'sunflora', 'grass', null, '50', 10, null, null, 75, 75, 55, 105, 85, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (193, 'yanma', 'bug', 'flying', '50', 20, null, null, 65, 65, 45, 75, 45, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (194, 'wooper', 'water', 'ground', '50', 20, null, null, 55, 45, 45, 25, 25, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (195, 'quagsire', 'water', 'ground', '50', 20, null, null, 95, 85, 85, 65, 65, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (196, 'espeon', 'psychic', null, 87.5, 20, null, null, 65, 65, 60, 130, 95, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (197, 'umbreon', 'dark', null, 87.5, 20, null, null, 95, 65, 110, 60, 130, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (198, 'murkrow', 'dark', 'flying', '50', 10, null, null, 60, 85, 42, 85, 42, 91);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (199, 'slowking', 'water', 'psychic', '50', 20, null, null, 95, 75, 80, 100, 110, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (200, 'misdreavus', 'ghost', null, '50', 30, null, null, 60, 60, 60, 85, 85, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (202, 'wobbuffet', 'psychic', null, '50', 20, null, null, 190, 33, 58, 33, 58, 33);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (203, 'girafarig', 'normal', 'psychic', '50', 20, null, null, 70, 80, 65, 90, 65, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (204, 'pineco', 'bug', null, '50', 20, null, null, 50, 65, 90, 35, 35, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (205, 'forretress', 'bug', 'steel', '50', 20, null, null, 75, 90, 140, 60, 60, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (206, 'dunsparce', 'normal', null, '50', 20, null, null, 100, 70, 70, 65, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (207, 'gligar', 'ground', 'flying', '50', 10, null, null, 65, 75, 105, 35, 65, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (208, 'steelix', 'steel', 'ground', '50', 20, null, null, 75, 85, 200, 55, 65, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (209, 'snubbull', 'fairy', null, '25', 30, null, null, 60, 80, 50, 40, 40, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (210, 'granbull', 'fairy', null, '25', 30, null, null, 90, 120, 75, 60, 60, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (211, 'qwilfish', 'water', 'poison', '50', 20, null, null, 65, 95, 75, 55, 55, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (212, 'scizor', 'bug', 'steel', '50', 20, null, null, 70, 130, 100, 55, 80, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (213, 'shuckle', 'bug', 'rock', '50', 10, null, null, 20, 10, 230, 10, 230, 5);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (214, 'heracross', 'bug', 'fighting', '50', 0, null, null, 80, 125, 75, 40, 95, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (215, 'sneasel', 'dark', 'ice', '50', 10, null, null, 55, 95, 55, 35, 75, 115);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (216, 'teddiursa', 'normal', null, '50', 20, null, null, 60, 80, 50, 50, 50, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (217, 'ursaring', 'normal', null, '50', 20, null, null, 90, 130, 75, 75, 75, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (218, 'slugma', 'fire', null, '50', 20, null, null, 40, 40, 40, 70, 40, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (219, 'magcargo', 'fire', 'rock', '50', 20, null, null, 50, 50, 120, 80, 80, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (220, 'swinub', 'ice', 'ground', '50', 0, null, null, 50, 50, 40, 30, 30, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (221, 'piloswine', 'ice', 'ground', '50', 0, null, null, 100, 100, 80, 60, 60, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (222, 'corsola', 'water', 'rock', '25', 30, null, null, 55, 55, 85, 65, 85, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (223, 'remoraid', 'water', null, '50', 20, null, null, 35, 65, 35, 65, 35, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (224, 'octillery', 'water', null, '50', 20, null, null, 75, 105, 75, 105, 75, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (225, 'delibird', 'ice', 'flying', '50', 30, null, null, 45, 55, 45, 65, 45, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (226, 'mantine', 'water', 'flying', '50', 0, null, null, 65, 40, 70, 80, 140, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (227, 'skarmory', 'steel', 'flying', '50', 0, null, null, 65, 80, 140, 40, 70, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (228, 'houndour', 'dark', 'fire', '50', 0, null, null, 45, 60, 30, 80, 50, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (229, 'houndoom', 'dark', 'fire', '50', 0, null, null, 75, 90, 50, 110, 80, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (230, 'kingdra', 'water', 'dragon', '50', 20, null, null, 75, 95, 95, 95, 95, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (231, 'phanpy', 'ground', null, '50', 20, null, null, 90, 60, 60, 40, 40, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (232, 'donphan', 'ground', null, '50', 20, null, null, 90, 120, 120, 60, 60, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (234, 'stantler', 'normal', null, '50', 0, null, null, 73, 95, 62, 85, 65, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (235, 'smeargle', 'normal', null, '50', 30, null, null, 55, 20, 35, 20, 45, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (236, 'tyrogue', 'fighting', null, '100', 20, null, null, 35, 35, 35, 35, 35, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (237, 'hitmontop', 'fighting', null, '100', 20, null, null, 50, 95, 95, 35, 110, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (238, 'smoochum', 'ice', 'psychic', '0', 20, null, null, 45, 30, 15, 85, 65, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (239, 'elekid', 'electric', null, '75', 20, null, null, 45, 63, 37, 65, 55, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (240, 'magby', 'fire', null, '75', 20, null, null, 45, 75, 37, 70, 55, 83);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (241, 'miltank', 'normal', null, '0', 0, null, null, 95, 80, 105, 40, 70, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (242, 'blissey', 'normal', null, '0', 30, null, null, 255, 10, 10, 75, 135, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (246, 'larvitar', 'rock', 'ground', '50', 0, null, null, 50, 64, 50, 45, 50, 41);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (247, 'pupitar', 'rock', 'ground', '50', 0, null, null, 70, 84, 70, 65, 70, 51);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (248, 'tyranitar', 'rock', 'dark', '50', 0, null, null, 100, 134, 110, 95, 100, 61);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (252, 'treecko', 'grass', null, 87.5, 10, null, null, 40, 45, 35, 65, 55, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (253, 'grovyle', 'grass', null, 87.5, 10, null, null, 50, 65, 45, 85, 65, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (254, 'sceptile', 'grass', null, 87.5, 10, null, null, 70, 85, 65, 105, 85, 120);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (255, 'torchic', 'fire', null, 87.5, 10, null, null, 45, 60, 40, 70, 50, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (256, 'combusken', 'fire', 'fighting', 87.5, 10, null, null, 60, 85, 60, 85, 60, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (257, 'blaziken', 'fire', 'fighting', 87.5, 10, null, null, 80, 120, 70, 110, 70, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (258, 'mudkip', 'water', null, 87.5, 10, null, null, 50, 70, 50, 50, 50, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (259, 'marshtomp', 'water', 'ground', 87.5, 10, null, null, 70, 85, 70, 60, 70, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (260, 'swampert', 'water', 'ground', 87.5, 10, null, null, 100, 110, 90, 85, 90, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (261, 'poochyena', 'dark', null, '50', 20, null, null, 35, 55, 35, 30, 30, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (262, 'mightyena', 'dark', null, '50', 20, null, null, 70, 90, 70, 60, 60, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (263, 'zigzagoon', 'normal', null, '50', 20, null, null, 38, 30, 41, 30, 41, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (264, 'linoone', 'normal', null, '50', 20, null, null, 78, 70, 61, 50, 61, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (265, 'wurmple', 'bug', null, '50', 20, null, null, 45, 45, 35, 20, 30, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (266, 'silcoon', 'bug', null, '50', 20, null, null, 50, 35, 55, 25, 25, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (267, 'beautifly', 'bug', 'flying', '50', 20, null, null, 60, 70, 50, 100, 50, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (268, 'cascoon', 'bug', null, '50', 20, null, null, 50, 35, 55, 25, 25, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (269, 'dustox', 'bug', 'poison', '50', 20, null, null, 60, 50, 70, 50, 90, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (270, 'lotad', 'water', 'grass', '50', 10, null, null, 40, 30, 30, 40, 50, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (271, 'lombre', 'water', 'grass', '50', 10, null, null, 60, 50, 50, 60, 70, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (272, 'ludicolo', 'water', 'grass', '50', 10, null, null, 80, 70, 70, 90, 100, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (273, 'seedot', 'grass', null, '50', 10, null, null, 40, 40, 50, 30, 30, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (274, 'nuzleaf', 'grass', 'dark', '50', 10, null, null, 70, 70, 40, 60, 40, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (275, 'shiftry', 'grass', 'dark', '50', 10, null, null, 90, 100, 60, 90, 60, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (276, 'taillow', 'normal', 'flying', '50', 10, null, null, 40, 55, 30, 30, 30, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (277, 'swellow', 'normal', 'flying', '50', 10, null, null, 60, 85, 60, 50, 50, 125);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (278, 'wingull', 'water', 'flying', '50', 20, null, null, 40, 30, 30, 55, 30, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (279, 'pelipper', 'water', 'flying', '50', 20, null, null, 60, 50, 100, 85, 70, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (280, 'ralts', 'psychic', 'fairy', '50', 0, null, null, 28, 25, 25, 45, 35, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (281, 'kirlia', 'psychic', 'fairy', '50', 0, null, null, 38, 35, 35, 65, 55, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (282, 'gardevoir', 'psychic', 'fairy', '50', 0, null, null, 68, 65, 65, 125, 115, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (283, 'surskit', 'bug', 'water', '50', 20, null, null, 40, 30, 32, 50, 52, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (284, 'masquerain', 'bug', 'flying', '50', 20, null, null, 70, 60, 62, 80, 82, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (285, 'shroomish', 'grass', null, '50', 0, null, null, 60, 40, 60, 40, 60, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (286, 'breloom', 'grass', 'fighting', '50', 0, null, null, 60, 130, 80, 60, 60, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (287, 'slakoth', 'normal', null, '50', 0, null, null, 60, 60, 60, 35, 35, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (288, 'vigoroth', 'normal', null, '50', 0, null, null, 80, 80, 80, 55, 55, 90);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (289, 'slaking', 'normal', null, '50', 0, null, null, 150, 160, 100, 95, 65, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (290, 'nincada', 'bug', 'ground', '50', 40, null, null, 31, 45, 90, 30, 30, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (291, 'ninjask', 'bug', 'flying', '50', 40, null, null, 61, 90, 45, 50, 50, 160);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (293, 'whismur', 'normal', null, '50', 10, null, null, 64, 51, 23, 51, 23, 28);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (294, 'loudred', 'normal', null, '50', 10, null, null, 84, 71, 43, 71, 43, 48);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (295, 'exploud', 'normal', null, '50', 10, null, null, 104, 91, 63, 91, 73, 68);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (296, 'makuhita', 'fighting', null, '75', 0, null, null, 72, 60, 30, 20, 30, 25);
